Unnamed: 0,text_data,sentiment
3432,Covid,Negative
4342,Timnas Indonesia Lolos Piala Asia 2023 Saddil Ramdani Beberkan Tantangan Berat Garuda ,Negative
961,Harga Minyak Dunia Merangkak Usai Jatuh Dua Hari Terakhir ,Negative
59,Tsunami Inflasi Investasi  Bisnis Asuransi Umum Apa Kabar ,Negative
6457,PSI Belum Beri Tahu Ganjar Pranowo Dirinya Dideklarasikan Capres 2024 ,Negative
2511,Media China Wawancarai Presiden Jokowi Ini Isinya ,Negative
6928,Jokowi Resmi Lantik Kader PDIP Hendrar Prihadi Jadi Kepala LKPP ,Negative
3094,Awas Perang Dunia China Gelar Latihan Militer Dekat Taiwan ,Negative
3919,Stok Vaksin dari NTB Tiba di Kantor Dinkes Papua ,Negative
2540,China AS Langgar Komitmen untuk tidak Dukung Kemerdekaan Taiwan ,Negative
140,Tak Selalu Sukses Ini Daftar Bisnis Raffi Ahmad yang Gagal ,Negative
6694,Pengamat Nasdem Lebih Beruntung Usung Anies Ketimbang Ganjar ,Negative
7439,Makin Murah Ini Dia Rumor Spesifikasi iPad Air dan iPad Pro yang Bakal Rilis Tahun 2022 ,Negative
2843,Sentil Kelurahan Raport Merah Caroll Senduk Pacu Realisasi PBB,Negative
1079,Blak,Negative
917,Harga Minyak Dunia Anjlok Hampir 1 Harga BBM Gak Ikutan ,Negative
2136,Dikira Sama Gading Marten Sebut Kuy Entertainment Beda Dengan Channel YouTube Miliknya dan Raffi ,Negative
7805,Cara Aktifkan Fitur Buka Face ID dengan Masker di iOS 154 Beta ,Negative
2224,Bursa Asia Awal Pekan Berakhir Mixed Terpicu Kekhawatiran Resesi Ekonomi ,Negative
4779,Gunung Bromo dan Eksotisme Alam yang Tiada Dua ,Negative
960,Harga Minyak Dunia Melesat 7 Persen di Tengah Konflik Rusia,Negative
4059,HSN 2022 di Ngawi Libatkan Puluhan Ribu Santri ,Negative
4750,Wisatawan Harus Tahu Ini Sederet Larangan di Gunung Bromo ,Negative
2765,Xi Jinping Diam,Negative
6947,Menilik Ketentuan Pidana dalam UU Pemilu ,Negative
3006,China AS Langgar Komitmen untuk tidak Dukung Kemerdekaan Taiwan ,Negative
2211,Idol SM Jadi Pembahasan Usai BLACKPINK,Negative
1679,Jungkook BTS Bocorkan Aturan Bighit Yang Ingin Dilanggarnya Saat Melihat ARMY ,Negative
1396,Resesi Tak Cukup Dunia Perlu Amburadul Buat Kerek Harga Emas ,Negative
2574,China Mulai Dag Dig Dug Dua Kapal Perang AS Dekati Taiwan ,Negative
1946,Nonton Konser EXO DO Langsung jadi Sorotan ,Negative
6829,Dewan Pimpinan Pusat Partai Solidaritas Indonesia Tanggapi Pengadaan Gorden 487 M Tunjukkan DPR Tidak Peka ,Negative
2145,Jago Nyanyi dan Vokalis Beken Ariel Noah Nggak Percaya sama Bakat Alami Mesti Dilatih ,Negative
6737,M Taufik Pastikan Sampai Saat Ini Belum Pindah ke Partai Nasdem ,Negative
7857,5 Rekomendasi Eks Flagship Samsung Harga Turun Drastis ,Negative
7249,Ambil Foto Pacar Pakai Drone di Wilayah Kampus Mahasiswa Ini Didenda Rp53 Juta ,Negative
2024,Maraknya Penipuan Tiket Konser Justin Bieber Promotor Serahkan ke Tim Legal ,Negative
5771,Cuaca Jakarta Hari Ini BMKG Waspada Hujan Petir dengan Durasi Singkat ,Negative
7556,Diam,Negative
4373,Penguat Dalih Ketua PSSI Menolak Mundur Usai Tragedi Kanjuruhan ,Negative
2985,Negara,Negative
480,Tokopedia Kenakan Tarif Rp1000 Saham GOTO Ditarget ke Rp500 ,Negative
1588,Duh Sri Mulyani Beberkan 3 Kengerian Baru Ancam RI ,Negative
1329,Winter is Coming Resesi Baru Tahun Depan Pendapatan Raksasa Teknologi Sudah Rontok Duluan ,Negative
7045,Untuk Hentikan Manuver Ganjar Megawati Diminta Segera Tetapkan Puan Maharani sebagai Capres ,Negative
6429,Nyelekit Parah Bukan Surya Paloh dan NasDem Rocky Gerung Anggap Anies Baswedan Pertama Kali Dideklarasikan oleh Firli Bahuri dan KPK ,Negative
1407,Banyak Bukti Dunia Kacau Balau Rupiah Jeblok Lagi ,Negative
1458,Harga Bekas Motor Matic Tahun 2012 Siapkan Uang 5 Juta Rupiah ,Negative
2587,China Mau Damai dengan Taiwan Minta Negara Lain Minggir ,Negative
4202,Jurus Naga dan Tandukan Lembu Pesilat Tapak Suci Pukau Ratusan Pelajar SMPN 12 Tasikmalaya ,Negative
2694,Ini Alasan Negara Barat Mau Walk,Negative
5384,Super Air Jet Buka Rute Jakarta,Negative
7934,Samsung Galaxy Z Flip 4 dan Z Fold 4 Disebut Sudah Masuk Tahap Produksi ,Negative
6688,KPU Sebut Verifikasi Partai Non,Negative
2506,Setelah 46 Tahun China Balik ke Masa Kegelapan ,Negative
5665,7 Mahasiswa Unismuh Makassar Ikuti Magang Kampus Merdeka di KPU Kota Makassar ,Negative
2843,Sentil Kelurahan Raport Merah Caroll Senduk Pacu Realisasi PBB,Negative
208,Blibli Melantai di Bursa 7 November Tawarkan Harga Rp 410,Negative
2379,YG Entertainment Dituding Bikin Fans Individu BLACKPINK Terpecah Belah ,Negative
1670,YG Entertainment dan Big Hit Diam Penyebar Foto Jennie BLACKPINK ,Negative
1462,Bela Teddy Minahasa dalam Kasus Narkoba Henry Yosodiningrat Tak Masuk Akal Cuma Ratusan Juta Rupiah ,Negative
2896,Pesan Dari PBB Bikin Jokowi Was,Negative
3812,8 Manfaat Buah Salak yang Jarang Diketahui ,Negative
3168,Perang Ukraina Saya disiksa karena menolak mengajarkan bahasa Rusia ,Negative
7727,Gubernur Riau Belum Pasti Anggarkan Mobil Listrik Tahun Depan Ini Penyebabnya ,Negative
3171,Putin Sebut Ingin Segera Akhiri Perang Rusia Ukraina ,Negative
4347,PSSI Tak Respons Temuan TGIPF Suporter Indonesia Ancam Revolusi ,Negative
2557,Warga China Dituduh Siksa Orang Indonesia ,Negative
4426,Kerusuhan di Stadion Patriot Candrabhaga Dibayar Mahal PSIM Resmi Dijatuhi Sanksi PSSI ,Negative
2490,Kongres Amerika Serikat Joe Biden Bisa Saja Hadapi Pemakzulan setelah November 2022 ,Negative
3931,Kemenkes Tunggu Arahan WHO soal Nasib Vaksin jika Pandemi Berakhir ,Negative
7063,Viral Baliho Puan Maharani di Tangerang Cantumkan Status Anak dan Cucu Presiden ,Negative
95,Pahami Dulu 3 Kesalahpahaman Soal Asuransi ,Negative
5420,Mengapa Super Air Jet Berani Muncul di Tengah Pandemi ,Negative
2785,Amerika Bikin Sekutu Arab Kecewa Rusia Terbukti Setia ,Negative
3736,Khasiat Buah Pisang yang Belum Diketahui Banyak Orang ,Negative
3956,Epidemiolog Sebut Vaksin Inavac,Negative
7201,Nama Android 14 Bocor Kembali ke Tradisi Dessert ,Negative
1181,Ancaman Resesi Global 2023 Luhut Kita Harus Kompak Hadapi Keadaan ,Negative
5185,Maluku Perserta KMAN VI Pertama yang Tiba di Tanah Tabi ,Negative
7603,Apple MacBook dengan chip M2 bakal hadir akhir tahun ,Negative
4953,Kabar Gembira Garuda Indonesia Untung Rp 5728 Triliun ,Negative
7309,Rumania ingin beli 18 drone Bayraktar dari Turki ,Negative
1954,Unggah Jadwal SM TOWN LIVE SMCU EXPRESS di Tokyo Emosi EXO,Negative
1184,Bangkitnya Pariwisata Flores Ada Bayang,Negative
4275,Vietnam Dapat Bisikan dari AFC Indonesia Hampir Dipastikan Tak Akan Jadi Tuan Rumah Piala Asia 2023 ,Negative
759,IPO GoTo Dimulai Saham Bukalapak BUKA Malah Turun ,Negative
7358,Pemilik iPhone iPad Mac Hati,Negative
3030,Delegasi Kongres AS Tiba di Taiwan China Kembali Geram ,Negative
6535,Pilpres 2024 Ini Profil Ganjar Pranowo Kandidat Capres yang Sering Menjuarai Poling ,Negative
920,Brent dan WTI Ambles Lagi Harga Minyak Dunia Masih Lesu ,Negative
2780,Jika Trump Tarik Militer AS Bagaimana Nasib Arab Saudi ,Negative
6457,PSI Belum Beri Tahu Ganjar Pranowo Dirinya Dideklarasikan Capres 2024 ,Negative
1358,Ancaman Resesi Global Harga Minyak Dunia 2023 Jadi Berapa ,Negative
4717,Sekelumit Cerita tentang Sepak Bola di Hong Kong Akademik dan Si Kulit Bundar Jalan Beriringan ,Negative
1531,Sri Mulyani Sebut RI Bisa Tekor Rp 112 Triliun Kenapa ,Negative
43,Terpopuler Bisnis Luhut Bahas Potensi Perang Nuklir Restrukturisasi Kredit Diperpanjang ,Negative
2924,Rusia Luncurkan Serangan Udara ke Ukraina Klaim Tewaskan 100 Prajurit ,Negative
1698,Big Hit Buka Suara Soal Apartemen Jimin BTS Disita ,Negative
1093,Melebihi Utang Negara Segini Jumlah Uang Beredar Jelang Lebaran 2022 ,Negative
2258,SM Entertainment Bentuk Girl Group Baru Gaet BoA hingga aespa ,Negative
1096,Nasib BUMN Karya Cuma Dapat Laba Tipis tapi Utang Menggunung ,Negative
2795,Arab Saudi Tak Mau Pilih Ukraina atau Rusia ,Negative
840,Termurah Sebulan Terakhir Harga Emas Hari Ini Anjlok Akibat Penguatan Dolar AS ,Negative
1527,Tok Sri Mulyani Restui 4 Rights Issue BUMN Rp 15 T Mengalir ,Negative
6721,Kehati,Negative
3374,Filipina Laporkan Kasus Cacar Monyet Pertama ,Negative
5605,Seleksi Beasiswa Tugas Belajar UNDIP Program Dengan Mendapat Gelar Degree dan Program Dengan Tidak Mendapat Gelar Non Degree Periode Ketiga Tahun 2022 ,Negative
6640,Elektabilitas Demokrat Terus Melejit Apa Rahasianya ,Negative
6849,PDIP Kritik Anies hanya Realisasikan Lima Janji Kampanye Ini Kata NasDem  merdeka ,Negative
1264,Duh Ketika Bank,Negative
2419,Jerman Italia AS Amerika Serikat dan Australia Kompak Hapus Utang LN Indonesia Sebesar 5 Triliun ,Negative
3448,Update Covid,Negative
6213,Rektor  Pengakuan Dunia terhadap UMS Semakin Meluas ,Negative
6613,Analisis Litbang ,Negative
7518,Harga Resmi iPhone 11 Turun Rp 2 Juta Tertarik Ganti HP Jelang Lebaran ,Negative
687,CATL,Negative
6580,Menerka Manuver Demokrat Lewat Pernyataan SBY ,Negative
167,Ohhh Ternyata Ini Alasan Induk SCTV Suntik Modal ke RANS Entertainment ,Negative
1389,Ingatkan Resesi Jokowi Tahun Depan Gelap Kita Tak Tahu Badai Besarnya seperti Apa ,Negative
8,Sempat Viral Gaji Pebisnis Asuransi Tembus Rp 11 Miliar Sebulan Ternyata Bukan Isapan Jempol ,Negative
5166,Berkeliling di Raja Ampat Seharian Menikmati Pesona Wisata Papua Barat yang Tak Ada Habisnya ,Negative
6926,Jika Satu dari Tiga Nama Ini Jadi Cawapres Anies PDIP Bakal Sulit Menang ,Negative
6485,Ganjar Pranowo Tak Diundang PDIP dalam Persiapan Pemenangan Pemilu 2024 di Semarang ,Negative
1395,Resesi Apakah kondisi keuangan Amerika Serikat sedang merosot ,Negative
5737,Pencairan Dukungan Merdeka Belajar Kampus Merdeka 2021 Diteruskan di Tahun 2022  Direktorat Jenderal Pendidikan Tinggi Kementerian Pendidikan dan Kebudayaan Republik Indonesia ,Negative
4431,Kata PSSI soal Balasan Surat Protes dan Rencana Keluar dari AFF ,Negative
2431,Sedikitnya 83 orang meninggal setelah Badai Ian menerjang Florida Amerika Serikat ,Negative
4938,Wisata ke Labuan Bajo Diimbau Daftar Asuransi Perjalanan ,Negative
2959,Bukti Terbaru Warga Rusia Kabur ke Luar Negeri Ini Tujuannya ,Negative
7443,Daftar Harga iPhone 13 iPhone 13 Mini iPhone 13 Pro iPhone 13 Pro Max Terbaru Oktober 2022 ,Negative
1788,Gaji dan Bonus CEO SM JYP YG dan HYBE Paruh Pertama 2022 ,Negative
6069,Iluni UI dan Helix Lab Integrasikan UI Connect dan Layanan Pemeriksaan Lab ,Negative
4202,Jurus Naga dan Tandukan Lembu Pesilat Tapak Suci Pukau Ratusan Pelajar SMPN 12 Tasikmalaya ,Negative
1554,Sri Mulyani Beberkan Manfaat Langsung G20 Bagi Indonesia ,Negative
1670,YG Entertainment dan Big Hit Diam Penyebar Foto Jennie BLACKPINK ,Negative
6552,Anies Baswedan Belum Dideklarasikan Sebagai Capres Ini Penjelasan Partai Demokrat ,Negative
793,Pesanan Saham Bukalapak di Ajaib Membludak Harga Rp 850 ,Negative
6849,PDIP Kritik Anies hanya Realisasikan Lima Janji Kampanye Ini Kata NasDem  merdeka ,Negative
2763,Jika Normalisasi Saudi,Negative
4707,PIALA DUNIA ,Negative
3368,Cacar Monyet Menyebar Indonesia Wajib Waspada ,Negative
3384,Ilmuwan Ungkap Bukti Baru Lagi,Negative
2557,Warga China Dituduh Siksa Orang Indonesia ,Negative
5406,Terbang Langsung Jakarta,Negative
2660,Festival Demokrasi Energi di Bali soroti kemauan politik negara G20 ,Negative
2944,Perang Energi Melawan Rusia Menguji Solidaritas Eropa ,Negative
7173,Call of Duty Warzone Mobile Akan Segera Rilis Pengguna Android Bisa Lakukan Pra,Negative
1293,Bank Dunia Ingatkan Jokowi Luka RI Amat Dalam  Susah Sembuh ,Negative
2388,Sering Disebut Agensi Kontroversional Ini Peraturan Khusus yang Cuma Ada di YG Entertainment ,Negative
7824,iOS 154 Meluncur Bisa Face ID dengan Masker dan Bawa Emoji Baru ,Negative
3406,OJK Mau Memperpanjang Restrukturisasi Kredit Covid,Negative
6897,Hasto PDIP Jelaskan soal Isu Teguran kepada Ganjar Pranowo ,Negative
1301,Influencer Tebar Horor Resesi Beneran atau Jualan ,Negative
4465,Bisbol U,Negative
2198,SM Entertainment Akan Akhiri Kontrak dengan Lee Soo Man pada Akhir 2022 ,Negative
4348,PSTI Sepakat Ketua PSSI dan Pengurus Harus Mundur ,Negative
7560,Apple Bakal Bekali Macbook dengan Chipset M2 ,Negative
7566,Apple Tunda Peluncuran MacBook Air hingga November 2022 ,Negative
3455,Merasa Beruntung Belum Kena Covid Bisa Jadi Ini Dia Sebabnya ,Negative
693,Sidang Korupsi Pembebasan Lahan PT Antam dan PT BAI Mantan Bupati Mempawah Gusti Ramlana Diperiksa ,Negative
1936,Momen Tak Terlupakan Konser EXO di Jakarta Ah Bikin Gagal Move On ,Negative
6390,Dicalonkan Jadi Pengganti Anies Baswedan Heru Budi Hari Esok Penuh Misteri ,Negative
1787,Profil NMIXX Grup K,Negative
874,Harga Emas Anjlok Nih Tapi Ada Harapan Naik Lagi ,Negative
3112,Tolak Pimpin Konser Rusia Konduktor Ukraina Ditembak Mati ,Negative
3498,Pentingnya Mental HealthKesehatan Mental ,Negative
6098,Apa Beda D4 dan S1 Siswa Perlu Tahu ,Negative
6992,Mantan PM Pakistan yang Terguling Menang Pemilu Sela ,Negative
6088,Kasus Korupsi Unila dan Urgensi Zona Integritas di PTN ,Negative
1498,NPI RI Surplus Rupiah Sanggup Hajar Trio Dolar Ini ,Negative
5351,Super Air Jet Terminal Berapa di Juanda Ini Jawabannya ,Negative
6633,Takut Laporkan Keuangan Partai Ketua Demokrat Pasaman Kabur Saat Muscab ,Negative
3383,CEK FAKTA Klaim Keliru Soal Penularan Virus Cacar Monyet ,Negative
2828,HUT PBB ke,Negative
3353,Seorang Anak Usia 4 Tahun di Jerman Kena Cacar Monyet Tertular dari Orang Serumah ,Negative
1460,BTS Wajib Militer Korea Selatan Bakal Kehilangan Pendapatan hingga Miliaran Rupiah ,Negative
2171,Disebut Alumni Miskin Seperti Ini 10 Potret Persahabatan Marshel Widianto  Kiky Saputri yang Sama,Negative
1088,TLKM Akui Piutang Rp21 Triliun Gojek Catat Utang Hanya Rp1499 Triliun Oleh Pasar Dana ,Negative
1964,Mendadak Lupa Lirik Lagu di SMTOWN Tingkah DO EXO Gemas Banget ,Negative
1417,The Fed dan BI Bikin Kaget Dolar Perkasa Rupiah Makin Merana ,Negative
1344,G20 ancaman resesi global dan anomali zaman ,Negative
1399,Rupiah ke Rp 16000US Sepertinya Cuma Masalah Waktu ,Negative
2259,SM Entertainment Bangun Kemitraan Idol K,Negative
6930,PDIP Mending Nggak Usah Ungkit,Negative
1941,Kabar Gembira untuk EXO,Negative
7721,Mobil Listrik Ini Diklaim Sudah Dipesan Ratusan Unit ,Negative
55,PKS Minta Omnibus Law Jasa Keuangan Dibahas Lebih Detail Belajar dari Kasus UU Ciptaker ,Negative
7496,Anda Telanjur Ngidam iPhone 14 Baca Ini Supaya Gak Nyesel ,Negative
7011,PKS Tolak Wacana Pemilu dengan Sistem Proporsional Tertutup ,Negative
3350,Kasus Pertama Cacar Monyet Terkonfirmasi di Indonesia Walikota Imbau Masyarakat Terapkan PHBS ,Negative
4407,Aremania Somasi Ketum PSSI Hingga Jokowi Ini 9 Butir Tuntutannya ,Negative
556,Semester I2021 Pakuwon Jati PWON Bukukan Pendapatan Rp245 Triliun ,Negative
2997,Taiwan tolak reunifikasi ,Negative
2902,Perang Nuklir Rusia,Negative
1520,Sri Mulyani Teriak Salam Restorasi dan Demokrat Bersama Rakyat di DPR ,Negative
7802,Face Recognition Ditjen Pajak AS Diselidiki Terkait Transparansi Data ,Negative
979,Harga Minyak Dunia Naik ke US 10607 per Barel Kamis 12 Mei 2022 ,Negative
2823,Sekjen PBB Sebut Dunia dalam Bahaya Apa Artinya ,Negative
876,Ampun Harga Emas Turun 3 Hari Beruntun ,Negative
3136,6 Update Perang Rusia,Negative
7307,Produsen Drone Asal China DJI Bantah Bocorkan Data ke Rusia ,Negative
856,Siap,Negative
6172,Bangga Wisudawan Naik Truk Berangkat ke Wisuda UMS ,Negative
6983,Hasil Tidak Resmi Pemilu Vanuatu Dua Mantan Perdana Menteri Terpilih Kembali ,Negative
803,Emas Dunia Nyungsep Harga Emas di Antam Turun ,Negative
236,Rencana IPO Blibli analis Potensinya ada growthnya ada tetapi butuh waktu ,Negative
6802,DPP PSI Dikritik Kadernya Sendiri Pakar Politik Tidak Sesuai Dengan Kenyataan dan Fakta ,Negative
3720,4 Mangga Paling Populer di Indonesia Sudah Cicipi Mangga Lali Jiwo ,Negative
5403,Layani Penerbangan LCC Apa Perbedaan Lion Air dan Super Air Jet ,Negative
2973,Rusia Chaos Akibat Kegilaan Putin Ribuan Orang Diciduk ,Negative
3296,Terungkap Alasan Kelas 123 BPJS Kesehatan Dihapus Juli ,Negative
3193,Ukraina Terkini Kuburan Massal Ditemukan di Izium Kota yang Baru Direbut Lagi dari Rusia ,Negative
3930,Kemenkes Kembangkan Vaksin Demam Berdarah Dengeu ,Negative
4390,Ini Alasan PSSI Sertakan Aparat di Dalam Stadion ,Negative
7142,BERITA FOTO Puan Maharani Masuk Radar Capres Nasdem ,Negative
3293,Cara Agar Tak Perlu Bayar Iuran BPJS Kesehatan Sudah Coba ,Negative
6435,Tak Heran Hasil Survei Tunjukkan Warga Jakarta Kecewa Akan Anies Baswedan Sudah Ditulis Jauh Hari ,Negative
2385,Idol Group,Negative
1525,Terkini Bisnis Pengusaha Warteg Khawatir Resesi Dibarengi Pandemi Sri Mulyani Dorong Aksi Nyata G20 ,Negative
3032,Pejabat AS Kunjungi Taiwan Lagi Ternyata Ini Tujuannya ,Negative
3420,Risiko Kerusakan Plasenta dan Kekebalannya pada Wanita Hamil yang Mengalami Covid,Negative
5174,Hiu Berjalan Ikan Endemik Perairan Timur Indonesia yang Terancam Punah ,Negative
2470,Cina Protes Setelah Presiden Amerika Serikat Joe Biden Janji Bela Taiwan ,Negative
1589,Sri Mulyani Keluhkan 24000 Aplikasi Pemerintah Bikin Boros Anggaran Menkominfo Akan Ditutup ,Negative
7527,Daftar Harga iPhone 13 iPhone 13 Mini iPhone 13 Pro dan iPhone 13 Pro Max Terbaru Juni 2022 ,Negative
1999,Konser Justin Bieber Justice World Tour 2022 Jakarta Resmi Ditunda ke Tahun Depan ,Negative
3482,Jangan Lengah Angka Kematian Covid,Negative
5011,Perlukah Garuda Indonesia Dipertahankan sebagai Flag Carrier ,Negative
6412,Anies Baswedan Bertemu Syaikhu di Bogor PKS Siapa Tahu Jodoh ,Negative
6383,Sejumlah Pimpinan Ormas Sambangi Rumah Dinas Anies Baswedan Apa yang Dibahas ,Negative
3915,Studi 40 Persen Orang Amerika Bohong Atas Status Covid,Negative
4863,Ingin ke Labuan Bajo Hindari Saat Musim Kawin Komodo ,Negative
6425,Dibongkar Politisi Senior PPP KIB Dibuat untuk Jegal Anies Baswedan Jadi Capres 2024 ,Negative
6166,Tiga Prodi UMS Lakukan Digitalasi Foto Rontgen di PKU Kartasura ,Negative
5402,Bakal Singgahi Ambon Ini Rute Super Air Jet ,Negative
4401,Wawancara Ketua Panpel Arema Abdul Haris Kontroversi Tiket Gas Air Mata Pintu 13 dan Sindiran untuk PSSI ,Negative
7120,Ketua DPR Puan Maharani Angkat Bicara Kasus Penembakan Brigadir J ,Negative
3455,Merasa Beruntung Belum Kena Covid Bisa Jadi Ini Dia Sebabnya ,Negative
2862,Setahun Pasca,Negative
4682,Lagi,Negative
3086,China Larang Impor Ribuan Produk Makanan Taiwan Tapi Tidak Microchip ,Negative
850,Harga Emas Dunia Melambung ke USD 1711 Imbas Dolar AS Loyo ,Negative
460,Pekan 1 Juli 2022 Harga Saham GOTO Turun Sekarang Saatnya Jual Atau Beli ,Negative
7329,FOTO Simulasi Mendarat Drone Penyelamat Nyawa di Belgia ,Negative
7213,Aplikasi Android Ini Berbahaya Bagi HP Kamu Hapus Yah ,Negative
2929,Kenapa Rusia Semakin Keteteran di Ukraina ,Negative
830,Harga Emas Dunia Hari Ini Tergelincir di Bawah USD 1700 per Ons ,Negative
1124,Ancaman Resesi 2023 Awas Dampak ke Indonesia ,Negative
516,Analis Rekomendasikan Beli Saham Pakuwon Jati PWON Simak Ulasannya ,Negative
1100,Membuka Skenario Terburuk Resesi 2023 RI Bisa Selamat Asal ,Negative
4941,Kain Tenun hingga Kopi Jadi Oleh,Negative
1364,Ritel AS Terancam Bangkrut Tersapu Resesi 2023 ,Negative
7296,Kengerian Mengintai di Balik Jatuhnya Pasukan Drone Rusia ,Negative
3316,Mengenal Penyakit Cacar Monyet dari Gejala hingga Bahayanya ,Negative
2413,Limbah Radioaktif Ditemukan pada Sekolah Dasar di Missouri Amerika Serikat ,Negative
4886,Kecamatan Sano Nggoang Raih Juara 1 Umum Lomba Jambore Kader PKK Tingkat Kabupaten Mabar ,Negative
2164,Blak,Negative
7056,Survei Sebut Puan Maharani Berpotensi Gerus Suara PDI,Negative
2012,Justin Bieber Bahagia Konser Lagi Usai Alami Lumpuh Wajah ,Negative
6814,Ketum PSI Giring Ganesha Blusukan dan Nyanyi di Pasar Lama Kota Tangerang ,Negative
3471,Menkes Prediksi Puncak Covid di Indonesia Bisa Lewat dari Juli ,Negative
1671,BIGHIT MUSIC Personil BTS Jin Telah Jalani Operasi Jari Telunjuk Sebelah Kiri dan Sedang Dalam Pemulihan ,Negative
7241,Android 13 Bernama Tiramisu Ini Bocoran Fitur Barunya ,Negative
2259,SM Entertainment Bangun Kemitraan Idol K,Negative
4857,Anies Hadiri Pelantikan Heru Dulu Djarot Absen karena Liburan ke Labuan Bajo ,Negative
4829,Libur Nataru Wisata Gunung Bromo Tetap Dibuka dengan Pembatasan Kuota Pengunjung ,Negative
4437,Dianggap Jadikan PSSI Sebagai Kendaraan Politik Bagaimana Respons Iwan Bule ,Negative
887,Harga Emas Turun Lagi Tapi Sampai Kapan ,Negative
1045,Survei Mayoritas Responden Pilih Utang Negara Bertambah Asal Harga BBM Tak Naik  merdeka ,Negative
5969,Begini Cara Membuat Meme Twibbon Dies Natalis ke,Negative
917,Harga Minyak Dunia Anjlok Hampir 1 Harga BBM Gak Ikutan ,Negative
5591,HMI Manakarra Unras di Kantor Kejati Penyelidikan Kasus Beasiswa Manakarra Dianggap Jalan di Tempat ,Negative
5027,Jika Garuda Indonesia Ditutup Ini Dampak Bagi Persaingan Maskapai ,Negative
6830,Penjelasan DPP PSI soal Alasan dan Proses Pemecatan Viani Limardi ,Negative
5170,Lindungi Hewan Peliharaan dari Rabies ,Negative
3171,Putin Sebut Ingin Segera Akhiri Perang Rusia Ukraina ,Negative
6674,Amsakar Achmad Setia di Nasdem Bantah Isu Pindah Partai Jelang Pilkada Batam 2024 ,Negative
1091,Mandalika Racing Team Indonesia Ditagih Bayar Utang Tim Balap Stylobike ,Negative
369,Resmi Stock Split Harga Saham Garudafood Jadi Rp 402saham ,Negative
4093,Atlet Rusia dan Belarusia Terancam tak Bisa Tampil di Olimpiade Paris ,Negative
6807,Dilirik Masyarakat Elektabilitas Partai PSI Kalahkan Partai Pendahulu ,Negative
7333,10 Drone Militer Paling Ditakuti di Dunia ,Negative
3452,475 Tenaga Medis RSUD Jayapura Tuntut Pembayaran Jasa COVID,Negative
1369,Ancaman Resesi 2023 Awas Dampak ke Indonesia ,Negative
7896,Samsung Izinkan Pengguna Ponsel Galaxy S Perbaiki HP,Negative
5454,15 Rekomendasi Wisata yang Ada di Kota Tua Jakarta ,Negative
4090,Peserta Olimpiade Musim Dingin Beijing 2022 Mulai Berdatangan Dibayangi Covid,Negative
6381,Usai Sebut Anies Baswedan Antitesis Presiden Jokowi Langsung Dipecat dari Nasdem Zulfan Lindan Saya Tidak Ngemis ,Negative
2380,10 Artis YG Entertainment yang Pernah Menyanyikan OST KDrama ,Negative
4857,Anies Hadiri Pelantikan Heru Dulu Djarot Absen karena Liburan ke Labuan Bajo ,Negative
147,Raffi Ahmad Bocorkan Soal Rencana IPO RANS Entertainment Kenapa ,Negative
2202,9 Lagu Idol SM Entertainment Dirilis untuk Konten Kampanye ,Negative
1369,Ancaman Resesi 2023 Awas Dampak ke Indonesia ,Negative
3591,10 Tanda Anda Butuh Bantuan Untuk Kesehatan Mental ,Negative
3671,Nutrisi dan Manfaat Buah,Negative
896,Naik Terus Harga Emas Catat Rekor Baru ,Negative
6875,Ragam Hoaks Seputar PDIP Partai Terlarang di Sumbar Hingga Ganjar Pranowo Resmi Keluar ,Negative
4996,Daftar 11 Maskapai Penerbangan RI yang Bangkrut Garuda Menyusul ,Negative
2543,Bantah RI Dikontrol China Luhut Siapa yang Bilang ,Negative
3196,Rangkuman Situasi Terkini Rusia Invasi Ukraina Senin 7 Maret ,Negative
1001,Alasan Kenapa Empat Negara ini Hapus Utang Indonesia ,Negative
3521,5 Manfaat Meditasi untuk Kesehatan Mental yang Jarang Diketahui ,Negative
6630,Soal Kisruh Pemilihan Ketua DPD Partai Demokrat Jawa Timur Ini Kata AHY ,Negative
662,Optimisme Baru Antam ANTM di 2022 ,Negative
322,India Setop Ekspor Gandum Garudafood GOOD Akui Tak Terimbas ,Negative
7774,BI Uji Coba Transaksi Pembayaran Menggunakan Pemindai Wajah ,Negative
5168,Pantai ini dijuluki Raja Ampat,Negative
7124,Puan Maharani Bersafari ke Basis Suara PDI,Negative
5600,Siap,Negative
6842,Partainya Giring Dihajar Isu Nggak Enak Roman,Negative
4043,Lintasan Dinilai Berbahaya Akibat Hujan Balapan Sepeda Etape 7 Le Tour de Langkawi 2022 Dibatalkan ,Negative
4532,Tim bisbol Cleveland ganti nama jadi Guardians ,Negative
7660,Mobil Listrik Mulai Dilirik Pasar Otomotif Surabaya Permintaan Naik 80 Persen Pembeli Inden ,Negative
3523,Hari Kesehatan Jiwa Sedunia Remaja Paling Rentan Alami Gangguan Kejiwaan ,Negative
2487,Sanksi Baru Amerika Serikat Batasi Ekspor Fentanil ke Rusia ,Negative
3916,Risiko Radang Jantung Akibat Infeksi 7x Lebih Tinggi daripada Efek Samping Vaksin Covid,Negative
4840,Video Viral Razia di Kawasan Wisata Bromo Ini Kata Pengelola ,Negative
1525,Terkini Bisnis Pengusaha Warteg Khawatir Resesi Dibarengi Pandemi Sri Mulyani Dorong Aksi Nyata G20 ,Negative
